StartTime:Replica:FinishTime:OperationTime:Result:Access:Type
394:0:409:15:beginning:w:tx payment 02
409:0:421:12:processing:w:tx payment 02
421:0:424:3:committing:w:tx payment 02
292:0:424:132:commit:w:tx payment 02
606:0:607:1:beginning:w:tx payment 02
608:0:610:2:processing:w:tx payment 02
610:0:612:2:committing:w:tx payment 02
606:0:612:6:commit:w:tx payment 02
2026:0:2027:1:beginning:w:tx neworder
2028:0:2041:13:processing:w:tx neworder
2041:0:2044:3:committing:w:tx neworder
2026:0:2044:18:commit:w:tx neworder
2618:0:2620:2:beginning:w:tx payment 02
2620:0:2622:2:processing:w:tx payment 02
2622:0:2623:1:committing:w:tx payment 02
2618:0:2623:5:commit:w:tx payment 02
3168:0:3170:2:beginning:w:tx neworder
3170:0:3174:4:processing:w:tx neworder
3174:0:3178:4:committing:w:tx neworder
3168:0:3178:10:commit:w:tx neworder
3266:0:3268:2:beginning:w:tx neworder
3268:0:3272:4:processing:w:tx neworder
3272:0:3276:4:committing:w:tx neworder
3266:0:3276:10:commit:w:tx neworder
3597:0:3599:2:beginning:w:tx neworder
3599:0:3603:4:processing:w:tx neworder
3603:0:3608:5:committing:w:tx neworder
3597:0:3608:11:commit:w:tx neworder
4171:0:4172:1:beginning:w:tx payment 02
4172:0:4175:3:processing:w:tx payment 02
4175:0:4177:2:committing:w:tx payment 02
4171:0:4177:6:commit:w:tx payment 02
4694:0:4695:1:beginning:w:tx payment 02
4695:0:4697:2:processing:w:tx payment 02
4697:0:4699:2:committing:w:tx payment 02
4694:0:4699:5:commit:w:tx payment 02
4790:0:4791:1:beginning:r:tx stocklevel
4791:0:4798:7:processing:r:tx stocklevel
4798:0:4798:0:committing:r:tx stocklevel
4790:0:4798:8:commit:r:tx stocklevel
7487:0:7489:2:beginning:w:tx payment 02
7489:0:7490:1:processing:w:tx payment 02
7491:0:7492:1:committing:w:tx payment 02
7487:0:7492:5:commit:w:tx payment 02
7726:0:7727:1:beginning:w:tx neworder
7727:0:7731:4:processing:w:tx neworder
7731:0:7734:3:committing:w:tx neworder
7726:0:7734:8:commit:w:tx neworder
7976:0:7977:1:beginning:w:tx neworder
7977:0:7981:4:processing:w:tx neworder
7981:0:7984:3:committing:w:tx neworder
7976:0:7984:8:commit:w:tx neworder
8538:0:8540:2:beginning:w:tx neworder
8540:0:8542:2:processing:w:tx neworder
8542:0:8545:3:committing:w:tx neworder
8538:0:8545:7:commit:w:tx neworder
8731:0:8733:2:beginning:r:tx orderstatus 02
8733:0:8735:2:processing:r:tx orderstatus 02
8735:0:8735:0:committing:r:tx orderstatus 02
8731:0:8735:4:commit:r:tx orderstatus 02
9069:0:9070:1:beginning:r:tx orderstatus 02
9070:0:9071:1:processing:r:tx orderstatus 02
9071:0:9071:0:committing:r:tx orderstatus 02
9069:0:9071:2:commit:r:tx orderstatus 02
9205:0:9207:2:beginning:w:tx neworder
9207:0:9210:3:processing:w:tx neworder
9210:0:9213:3:committing:w:tx neworder
9205:0:9213:8:commit:w:tx neworder
9667:0:9668:1:beginning:w:tx neworder
9668:0:9672:4:processing:w:tx neworder
9672:0:9676:4:committing:w:tx neworder
9667:0:9676:9:commit:w:tx neworder
10136:0:10137:1:beginning:w:tx neworder
10137:0:10142:5:processing:w:tx neworder
10142:0:10145:3:committing:w:tx neworder
10136:0:10145:9:commit:w:tx neworder
10631:0:10632:1:beginning:w:tx neworder
10633:0:10636:3:processing:w:tx neworder
10636:0:10639:3:committing:w:tx neworder
10631:0:10639:8:commit:w:tx neworder
11307:0:11309:2:beginning:w:tx neworder
11309:0:11312:3:processing:w:tx neworder
11312:0:11315:3:committing:w:tx neworder
11307:0:11315:8:commit:w:tx neworder
11839:0:11840:1:beginning:w:tx neworder
11840:0:11844:4:processing:w:tx neworder
11844:0:11850:6:committing:w:tx neworder
11839:0:11850:11:commit:w:tx neworder
11863:0:11864:1:beginning:w:tx payment 02
11864:0:11865:1:processing:w:tx payment 02
11865:0:11867:2:committing:w:tx payment 02
11863:0:11867:4:commit:w:tx payment 02
13090:0:13091:1:beginning:w:tx delivery
13091:0:13101:10:processing:w:tx delivery
13102:0:13107:5:committing:w:tx delivery
13090:0:13107:17:commit:w:tx delivery
13177:0:13178:1:beginning:w:tx neworder
13178:0:13180:2:processing:w:tx neworder
13180:0:13182:2:committing:w:tx neworder
13177:0:13182:5:commit:w:tx neworder
13902:0:13903:1:beginning:w:tx payment 02
13903:0:13905:2:processing:w:tx payment 02
13905:0:13907:2:committing:w:tx payment 02
13902:0:13907:5:commit:w:tx payment 02
14026:0:14027:1:beginning:w:tx neworder
14027:0:14030:3:processing:w:tx neworder
14030:0:14032:2:committing:w:tx neworder
14026:0:14032:6:commit:w:tx neworder
14390:0:14391:1:beginning:w:tx payment 02
14391:0:14392:1:processing:w:tx payment 02
14392:0:14394:2:committing:w:tx payment 02
14390:0:14394:4:commit:w:tx payment 02
15057:0:15057:0:beginning:w:tx neworder
15058:0:15061:3:processing:w:tx neworder
15061:0:15065:4:committing:w:tx neworder
15057:0:15065:8:commit:w:tx neworder
17130:0:17131:1:beginning:w:tx neworder
17131:0:17135:4:processing:w:tx neworder
17135:0:17139:4:committing:w:tx neworder
17130:0:17139:9:commit:w:tx neworder
17382:0:17384:2:beginning:w:tx payment 02
17384:0:17385:1:processing:w:tx payment 02
17385:0:17386:1:committing:w:tx payment 02
17382:0:17386:4:commit:w:tx payment 02
18098:0:18100:2:beginning:w:tx payment 02
